fan_id,city,age_band,discovery_channel,months_since_discovery,monthly_streams,catalog_depth_pct,skip_rate,playlist_adds,saves_library,follows_socials,social_engagements_90d,on_mailing_list,email_open_rate,attended_show,shared_track,comments_dms,became_supporter,supporter_revenue_12m
F206774,Warsaw,22-29,Editorial playlist,8.0,11,38.0,0.225,3,1,1,4,0,0.0,0,0,0,1,45.35
F206775,London,40-54,Editorial playlist,1.4,14,51.0,0.385,3,0,0,0,0,0.0,0,0,3,0,0.0
F206776,London,55+,Another artist's collab,9.8,3,31.0,0.461,1,0,0,0,0,0.0,0,0,1,0,0.0
F206777,Krakow,55+,Bandcamp browse,32.8,6,1.0,0.397,0,1,0,0,1,0.04,0,0,0,0,0.0
F206778,Lyon,30-39,Short-form video,4.9,5,24.0,0.369,1,0,0,0,0,0.0,0,0,1,0,0.0
F206779,Helsinki,40-54,Algorithmic radio,6.7,6,27.0,0.199,0,0,0,0,0,0.0,0,0,0,0,0.0
F206780,London,16-21,Editorial playlist,7.5,3,25.0,0.465,2,0,0,0,0,0.0,0,0,0,0,0.0
F206781,London,22-29,Short-form video,0.9,8,37.0,0.336,3,1,0,0,0,0.0,0,0,0,1,20.87
F206782,Vienna,22-29,Editorial playlist,5.7,0,1.0,0.626,0,0,0,0,0,0.0,0,0,0,0,0.0
F206783,Berlin,16-21,Algorithmic radio,0.8,5,1.0,0.361,1,0,0,0,0,0.0,0,0,0,0,0.0
F206784,Copenhagen,30-39,Music blog / press,5.7,5,18.0,0.512,1,1,0,0,0,0.0,0,0,2,0,0.0
F206785,Glasgow,16-21,Algorithmic radio,2.2,5,26.0,0.426,1,1,0,0,0,0.0,0,0,0,0,0.0
F206786,Manchester,40-54,Music blog / press,22.2,33,72.0,0.174,4,1,1,9,1,0.772,0,1,0,1,31.81
F206787,Helsinki,55+,Short-form video,0.6,3,28.0,0.323,0,0,1,1,0,0.0,0,0,0,0,0.0
F206788,Vilnius,22-29,Short-form video,5.8,3,16.0,0.497,1,0,0,0,0,0.0,0,0,0,0,0.0
F206789,Barcelona,16-21,Live show,12.1,3,18.0,0.599,0,0,0,0,0,0.0,0,0,0,0,0.0
F206790,London,30-39,Algorithmic radio,14.5,13,61.0,0.136,2,1,0,0,0,0.0,0,0,4,0,0.0
F206791,Paris,40-54,Live show,9.6,5,35.0,0.579,5,0,0,0,0,0.0,0,0,0,0,0.0
F206792,Helsinki,30-39,Short-form video,5.0,0,6.0,0.58,0,0,0,0,0,0.0,0,0,0,0,0.0
F206793,Prague,30-39,Short-form video,6.1,7,24.0,0.349,3,0,0,0,0,0.0,0,0,1,0,0.0
F206794,Zurich,30-39,Music blog / press,6.8,12,40.0,0.217,0,0,0,0,0,0.0,1,0,0,0,0.0
F206795,Krakow,40-54,Another artist's collab,13.7,3,5.0,0.395,1,0,0,0,0,0.0,0,0,0,0,0.0
F206796,Tallinn,16-21,Live show,26.0,4,30.0,0.53,2,1,0,0,0,0.0,0,0,0,0,0.0
F206797,Munich,55+,Bandcamp browse,2.2,15,21.0,0.282,3,1,1,5,0,0.0,1,0,1,0,0.0
F206798,Krakow,30-39,Algorithmic radio,1.8,2,1.0,0.649,0,0,0,0,0,0.0,0,0,0,0,0.0
F206799,Cologne,30-39,Another artist's collab,1.3,12,48.0,0.347,3,0,0,0,0,0.0,0,1,2,0,0.0
F206800,London,22-29,Bandcamp browse,2.8,1,6.0,0.337,1,0,0,0,1,0.662,0,0,1,0,0.0
F206801,Stockholm,55+,Editorial playlist,10.0,7,76.0,0.144,1,0,1,1,0,0.0,1,0,1,0,0.0
F206802,Glasgow,16-21,Friend shared,13.1,1,1.0,0.565,1,0,0,0,0,0.0,0,0,1,0,0.0
F206803,London,30-39,Friend shared,5.5,8,34.0,0.346,0,0,0,0,0,0.0,0,0,1,0,0.0
F206804,Lisbon,16-21,Short-form video,0.9,9,32.0,0.27,3,1,0,0,0,0.0,0,0,3,0,0.0
F206805,Tallinn,30-39,Editorial playlist,12.3,12,62.0,0.365,0,0,0,0,0,0.0,0,0,0,0,0.0
F206806,Warsaw,22-29,Friend shared,0.5,0,1.0,0.654,0,0,0,0,0,0.0,0,0,0,0,0.0
F206807,Other,16-21,Friend shared,8.0,15,60.0,0.365,1,0,0,0,0,0.0,1,0,0,0,0.0
F206808,London,16-21,Algorithmic radio,10.7,14,62.0,0.173,3,0,0,0,0,0.0,0,1,0,0,0.0
F206809,Tallinn,22-29,Another artist's collab,3.8,7,69.0,0.381,2,1,0,0,0,0.0,0,0,0,0,0.0
F206810,Cologne,22-29,Friend shared,6.8,5,26.0,0.467,0,0,1,2,0,0.0,0,0,0,0,0.0
F206811,Utrecht,22-29,Algorithmic radio,36.0,10,17.0,0.226,0,1,1,5,0,0.0,0,0,0,0,0.0
F206812,Paris,22-29,Music blog / press,22.7,6,33.0,0.308,1,0,0,0,0,0.0,0,0,0,0,0.0
F206813,Hamburg,30-39,Editorial playlist,23.7,2,1.0,0.606,0,0,0,0,0,0.0,0,0,0,0,0.0
F206814,Glasgow,30-39,Algorithmic radio,15.2,8,8.0,0.458,0,0,0,0,0,0.0,0,0,1,0,0.0
F206815,Munich,22-29,Algorithmic radio,6.1,28,52.0,0.095,1,1,0,0,1,0.743,0,0,3,0,0.0
F206816,Zurich,30-39,Another artist's collab,11.0,5,37.0,0.408,0,1,0,0,0,0.0,0,0,1,0,0.0
F206817,Munich,30-39,Music blog / press,1.7,8,44.0,0.283,2,1,0,0,0,0.0,0,1,1,0,0.0
F206818,Leipzig,30-39,Friend shared,1.3,0,1.0,0.55,1,0,0,0,0,0.0,0,0,0,0,0.0
F206819,Other,55+,Algorithmic radio,17.8,6,38.0,0.395,2,1,0,0,0,0.0,0,1,0,0,0.0
F206820,Copenhagen,40-54,Friend shared,15.7,12,46.0,0.425,3,0,1,2,0,0.0,0,1,0,0,0.0
F206821,Dublin,40-54,Friend shared,3.6,38,79.0,0.122,6,1,0,0,1,0.898,0,1,4,1,56.23
F206822,Glasgow,30-39,Friend shared,7.8,8,51.0,0.222,1,1,1,3,0,0.0,0,0,0,1,27.1
F206823,Berlin,22-29,Algorithmic radio,15.1,14,42.0,0.266,2,0,0,0,0,0.0,1,0,0,1,80.74
F206824,Prague,16-21,Editorial playlist,11.5,1,1.0,0.684,1,0,0,0,0,0.0,0,0,0,0,0.0
F206825,Krakow,30-39,Bandcamp browse,22.6,3,11.0,0.444,2,0,0,0,0,0.0,0,0,0,0,0.0
F206826,Berlin,30-39,Live show,5.0,33,59.0,0.089,6,1,0,0,0,0.0,0,1,1,1,17.13
F206827,Madrid,30-39,Editorial playlist,19.1,13,44.0,0.295,3,0,0,0,0,0.0,0,0,4,0,0.0
F206828,Vienna,30-39,Another artist's collab,10.2,6,26.0,0.284,2,0,0,0,0,0.0,0,0,1,0,0.0
F206829,Riga,30-39,Algorithmic radio,6.1,26,68.0,0.14,5,1,0,0,1,0.652,1,0,1,1,41.88
F206830,Glasgow,22-29,Short-form video,7.5,3,1.0,0.429,1,0,0,0,0,0.0,0,0,0,0,0.0
F206831,Vienna,40-54,Editorial playlist,2.3,11,43.0,0.363,0,1,0,0,0,0.0,0,1,1,0,0.0
F206832,Rotterdam,40-54,Another artist's collab,6.9,4,25.0,0.348,1,1,1,3,0,0.0,0,0,0,0,0.0
F206833,Other,16-21,Editorial playlist,0.6,5,25.0,0.312,1,0,1,3,0,0.0,0,1,0,0,0.0
F206834,London,30-39,Another artist's collab,5.1,0,1.0,0.682,0,0,1,0,0,0.0,0,0,1,0,0.0
F206835,Cologne,40-54,Short-form video,0.5,22,55.0,0.427,6,0,0,0,0,0.0,0,0,2,1,34.07
F206836,Berlin,30-39,Editorial playlist,11.9,7,36.0,0.289,1,1,1,3,0,0.0,0,0,1,0,0.0
F206837,Copenhagen,22-29,Editorial playlist,6.9,7,51.0,0.378,0,0,1,1,0,0.0,0,1,1,0,0.0
F206838,Other,40-54,Short-form video,1.5,3,1.0,0.371,0,1,0,0,1,0.333,0,0,0,0,0.0
F206839,Lisbon,30-39,Editorial playlist,1.3,5,36.0,0.532,2,0,0,0,0,0.0,0,0,0,0,0.0
F206840,Oslo,30-39,Editorial playlist,5.2,1,27.0,0.411,1,0,0,0,0,0.0,0,0,0,0,0.0
F206841,Other,22-29,Live show,0.5,8,20.0,0.441,1,0,0,0,0,0.0,0,0,0,0,0.0
F206842,Helsinki,30-39,Editorial playlist,8.0,13,51.0,0.265,2,1,1,7,0,0.0,0,0,0,0,0.0
F206843,Paris,40-54,Friend shared,0.5,8,36.0,0.27,0,1,0,0,1,0.49,0,0,2,0,0.0
F206844,Vienna,16-21,Friend shared,4.0,5,1.0,0.406,2,0,0,0,0,0.0,0,0,0,0,0.0
F206845,Hamburg,30-39,Editorial playlist,1.3,2,20.0,0.357,1,0,0,0,0,0.0,0,0,0,0,0.0
F206846,Amsterdam,30-39,Algorithmic radio,1.5,17,51.0,0.266,3,1,1,5,0,0.0,0,0,0,1,9.92
F206847,London,16-21,Editorial playlist,3.7,12,59.0,0.233,1,1,0,0,0,0.0,0,1,2,0,0.0
F206848,Munich,40-54,Another artist's collab,18.2,6,13.0,0.605,0,0,0,0,0,0.0,0,0,1,0,0.0
F206849,Other,40-54,Editorial playlist,0.6,4,10.0,0.508,0,0,0,0,0,0.0,0,0,1,0,0.0
F206850,Other,16-21,Live show,20.2,9,18.0,0.383,1,0,0,0,0,0.0,0,0,0,0,0.0
F206851,London,30-39,Live show,14.1,3,46.0,0.347,1,0,1,2,0,0.0,0,0,0,1,12.21
F206852,Helsinki,22-29,Short-form video,17.7,10,34.0,0.465,2,1,0,0,0,0.0,0,0,1,0,0.0
F206853,London,22-29,Algorithmic radio,0.7,20,54.0,0.354,4,0,1,6,0,0.0,0,0,1,0,0.0
F206854,Leipzig,16-21,Editorial playlist,8.5,21,54.0,0.174,2,1,0,0,0,0.0,0,0,1,0,0.0
F206855,Paris,30-39,Friend shared,17.2,10,42.0,0.267,2,0,0,0,0,0.0,0,0,2,0,0.0
F206856,Amsterdam,40-54,Live show,23.3,2,38.0,0.552,0,0,0,0,0,0.0,0,0,0,0,0.0
F206857,Paris,30-39,Short-form video,2.4,9,31.0,0.508,4,1,1,5,0,0.0,0,1,2,0,0.0
F206858,Amsterdam,22-29,Editorial playlist,2.3,2,39.0,0.463,1,1,0,0,0,0.0,0,1,2,0,0.0
F206859,Hamburg,16-21,Short-form video,14.4,2,11.0,0.406,0,0,0,0,0,0.0,0,0,0,0,0.0
F206860,Amsterdam,16-21,Editorial playlist,4.0,5,18.0,0.35,0,0,0,0,0,0.0,0,0,0,0,0.0
F206861,Milan,22-29,Friend shared,24.4,13,39.0,0.263,0,0,1,1,0,0.0,0,0,1,0,0.0
F206862,Hamburg,30-39,Friend shared,10.6,4,1.0,0.554,1,0,0,0,0,0.0,0,0,0,0,0.0
F206863,Paris,55+,Editorial playlist,14.2,5,16.0,0.353,1,0,0,0,0,0.0,0,0,0,0,0.0
F206864,Warsaw,40-54,Another artist's collab,7.8,8,52.0,0.26,1,1,0,0,0,0.0,0,0,0,1,31.44
F206865,Lyon,16-21,Live show,8.9,5,6.0,0.386,1,0,0,0,0,0.0,0,1,0,0,0.0
F206866,Warsaw,22-29,Editorial playlist,4.1,15,54.0,0.277,0,1,0,0,0,0.0,0,0,1,0,0.0
F206867,Berlin,30-39,Editorial playlist,7.2,12,38.0,0.294,0,0,1,6,0,0.0,0,1,0,0,0.0
F206868,Copenhagen,30-39,Short-form video,6.9,2,20.0,0.477,1,0,0,0,0,0.0,0,0,0,0,0.0
F206869,Prague,22-29,Music blog / press,2.6,1,21.0,0.541,1,0,0,0,0,0.0,0,0,0,0,0.0
F206870,Stockholm,55+,Editorial playlist,33.7,18,51.0,0.285,2,0,0,0,0,0.0,0,0,0,0,0.0
F206871,Prague,30-39,Algorithmic radio,19.2,8,35.0,0.373,3,0,0,0,0,0.0,0,0,1,0,0.0
F206872,London,22-29,Live show,12.3,0,1.0,0.603,0,0,0,0,0,0.0,0,0,0,0,0.0
F206873,Lyon,40-54,Algorithmic radio,2.2,14,76.0,0.125,4,0,0,0,0,0.0,0,0,2,0,0.0
F206874,Amsterdam,22-29,Algorithmic radio,1.5,6,32.0,0.382,2,1,0,0,0,0.0,0,1,0,0,0.0
F206875,Glasgow,30-39,Algorithmic radio,2.9,4,30.0,0.375,1,1,0,0,0,0.0,0,0,0,0,0.0
F206876,Berlin,40-54,Friend shared,25.7,1,1.0,0.405,1,0,0,0,0,0.0,0,0,0,0,0.0
F206877,Paris,40-54,Editorial playlist,14.9,18,60.0,0.213,1,1,0,0,0,0.0,0,0,1,1,39.05
F206878,Stockholm,16-21,Algorithmic radio,36.0,10,23.0,0.448,2,0,1,5,0,0.0,0,0,0,1,60.19
F206879,Hamburg,16-21,Editorial playlist,29.0,6,1.0,0.517,2,0,0,0,0,0.0,0,0,0,0,0.0
F206880,Berlin,30-39,Editorial playlist,11.4,1,1.0,0.601,0,0,0,0,0,0.0,0,0,0,0,0.0
F206881,Copenhagen,16-21,Another artist's collab,8.0,3,18.0,0.344,2,0,1,4,0,0.0,0,0,0,1,22.86
F206882,London,30-39,Editorial playlist,20.9,2,17.0,0.417,1,1,0,0,0,0.0,0,0,0,0,0.0
F206883,Brussels,40-54,Editorial playlist,0.9,4,1.0,0.448,1,1,0,0,0,0.0,0,0,0,0,0.0
F206884,Dublin,16-21,Music blog / press,3.3,6,16.0,0.452,1,0,0,0,0,0.0,0,0,0,0,0.0
F206885,Other,16-21,Another artist's collab,11.7,9,50.0,0.234,1,0,1,5,1,0.515,0,1,3,0,0.0
F206886,London,22-29,Music blog / press,1.0,12,51.0,0.379,3,1,1,3,0,0.0,0,1,1,0,0.0
F206887,Rotterdam,55+,Editorial playlist,25.4,5,23.0,0.317,1,0,0,0,0,0.0,0,0,3,0,0.0
F206888,Vienna,22-29,Live show,2.2,4,1.0,0.448,0,0,0,0,0,0.0,0,0,0,0,0.0
F206889,Zurich,55+,Live show,36.0,8,7.0,0.469,2,1,1,2,0,0.0,0,0,0,0,0.0
F206890,Zurich,30-39,Short-form video,36.0,6,9.0,0.439,0,1,0,0,0,0.0,0,0,0,0,0.0
F206891,Paris,22-29,Editorial playlist,11.6,18,65.0,0.191,7,1,0,0,1,0.739,0,0,0,0,0.0
F206892,Berlin,22-29,Algorithmic radio,5.6,5,54.0,0.409,2,1,0,0,0,0.0,0,0,0,0,0.0
F206893,Amsterdam,30-39,Algorithmic radio,7.3,18,68.0,0.348,2,1,0,0,0,0.0,0,0,1,0,0.0
F206894,Cologne,22-29,Live show,7.8,0,1.0,0.462,2,0,0,0,0,0.0,0,0,0,0,0.0
F206895,Leipzig,22-29,Algorithmic radio,4.8,4,34.0,0.495,3,1,0,0,0,0.0,0,0,0,0,0.0
F206896,Milan,22-29,Friend shared,12.2,2,18.0,0.517,0,0,0,0,0,0.0,0,0,0,0,0.0
F206897,Berlin,22-29,Live show,4.8,3,16.0,0.551,2,0,1,3,0,0.0,0,0,0,0,0.0
F206898,Vienna,40-54,Music blog / press,3.1,15,31.0,0.315,1,0,0,0,1,0.769,0,0,1,1,9.84
F206899,Other,55+,Bandcamp browse,2.5,3,1.0,0.591,0,0,0,0,0,0.0,0,0,0,1,70.83
F206900,London,30-39,Live show,14.4,9,25.0,0.59,1,0,0,0,0,0.0,0,0,1,0,0.0
F206901,Warsaw,22-29,Editorial playlist,2.8,8,14.0,0.442,0,0,0,0,0,0.0,0,0,0,0,0.0
F206902,Oslo,22-29,Music blog / press,11.4,3,36.0,0.426,2,1,0,0,0,0.0,0,0,0,0,0.0
F206903,Paris,16-21,Editorial playlist,1.9,1,1.0,0.559,0,0,0,0,0,0.0,0,0,0,0,0.0
F206904,Bristol,30-39,Editorial playlist,0.5,8,41.0,0.393,1,0,0,0,0,0.0,0,0,1,0,0.0
F206905,Barcelona,30-39,Algorithmic radio,12.4,8,45.0,0.373,1,1,0,0,0,0.0,0,0,1,0,0.0
F206906,Riga,22-29,Live show,1.4,10,40.0,0.333,4,0,1,1,0,0.0,0,0,0,0,0.0
F206907,Brussels,22-29,Editorial playlist,0.7,3,1.0,0.566,0,0,0,0,0,0.0,0,0,0,0,0.0
F206908,Other,55+,Algorithmic radio,19.5,4,28.0,0.463,0,0,0,0,0,0.0,0,0,0,0,0.0
F206909,London,16-21,Editorial playlist,16.4,6,16.0,0.443,2,0,0,0,0,0.0,0,0,0,0,0.0
F206910,Riga,30-39,Friend shared,25.6,5,35.0,0.365,2,0,1,4,0,0.0,0,0,0,0,0.0
F206911,Vienna,30-39,Short-form video,3.6,5,23.0,0.264,4,0,1,6,0,0.0,0,0,0,0,0.0
F206912,Stockholm,30-39,Friend shared,19.6,3,8.0,0.417,1,0,0,0,0,0.0,0,0,1,0,0.0
F206913,Riga,16-21,Algorithmic radio,9.3,7,33.0,0.504,0,1,1,1,0,0.0,0,1,1,0,0.0
F206914,Riga,40-54,Music blog / press,19.7,63,84.0,0.01,3,1,1,11,1,0.854,1,0,9,1,8.97
F206915,Lisbon,30-39,Algorithmic radio,1.1,7,40.0,0.323,5,0,0,0,0,0.0,0,0,1,0,0.0
F206916,Lyon,30-39,Algorithmic radio,1.9,1,12.0,0.579,0,0,0,0,0,0.0,0,0,0,0,0.0
F206917,Copenhagen,30-39,Friend shared,0.5,15,76.0,0.185,3,1,0,0,1,0.688,0,0,0,1,20.1
F206918,Utrecht,16-21,Short-form video,6.5,17,58.0,0.106,4,1,1,10,0,0.0,0,0,1,0,0.0
F206919,Vienna,22-29,Short-form video,8.5,9,55.0,0.202,2,0,1,1,0,0.0,0,0,0,1,24.68
F206920,Riga,30-39,Editorial playlist,4.1,15,51.0,0.399,2,0,0,0,0,0.0,0,1,1,1,46.58
F206921,Brussels,22-29,Music blog / press,12.9,32,70.0,0.089,3,1,1,12,0,0.0,0,1,2,0,0.0
F206922,London,30-39,Algorithmic radio,4.6,11,30.0,0.461,1,1,1,3,0,0.0,0,0,2,0,0.0
F206923,Warsaw,22-29,Bandcamp browse,4.4,14,64.0,0.214,1,0,1,2,0,0.0,1,1,1,0,0.0
F206924,Paris,40-54,Friend shared,25.6,19,66.0,0.151,0,0,1,3,0,0.0,0,0,2,0,0.0
F206925,Cologne,40-54,Friend shared,18.2,3,18.0,0.441,0,1,0,0,0,0.0,0,0,0,0,0.0
F206926,Rotterdam,40-54,Editorial playlist,2.5,28,69.0,0.283,2,1,1,2,0,0.0,0,0,1,0,0.0
F206927,Milan,30-39,Friend shared,2.6,6,14.0,0.331,3,0,0,0,0,0.0,0,0,0,0,0.0
F206928,Paris,22-29,Friend shared,1.8,13,48.0,0.265,5,0,0,0,0,0.0,0,0,0,0,0.0
F206929,Other,40-54,Bandcamp browse,5.8,10,60.0,0.259,2,1,1,4,0,0.0,0,1,0,0,0.0
F206930,Amsterdam,22-29,Music blog / press,1.6,5,23.0,0.391,0,0,0,0,0,0.0,0,0,1,0,0.0
F206931,Helsinki,55+,Friend shared,1.5,11,63.0,0.19,1,1,0,0,1,0.665,0,1,1,1,5.0
F206932,Prague,40-54,Music blog / press,29.6,2,20.0,0.437,1,1,1,1,0,0.0,0,0,0,0,0.0
F206933,Oslo,22-29,Music blog / press,4.2,7,31.0,0.252,1,0,0,0,0,0.0,0,0,0,0,0.0
F206934,Copenhagen,22-29,Another artist's collab,27.0,12,60.0,0.271,3,1,0,0,0,0.0,1,0,1,0,0.0
F206935,Oslo,40-54,Algorithmic radio,1.2,8,47.0,0.301,3,1,1,2,0,0.0,0,1,0,0,0.0
F206936,Milan,22-29,Editorial playlist,8.4,4,8.0,0.397,0,0,0,0,0,0.0,0,0,1,0,0.0
F206937,Prague,16-21,Another artist's collab,0.9,3,22.0,0.467,1,0,0,0,0,0.0,0,0,0,0,0.0
F206938,Berlin,16-21,Friend shared,4.2,3,1.0,0.464,0,0,0,0,0,0.0,0,0,0,0,0.0
F206939,Rotterdam,40-54,Friend shared,12.6,13,35.0,0.226,1,1,0,0,0,0.0,0,0,0,0,0.0
F206940,Oslo,22-29,Algorithmic radio,13.1,12,41.0,0.218,3,0,0,0,0,0.0,0,0,1,0,0.0
F206941,Glasgow,22-29,Editorial playlist,16.1,3,11.0,0.405,0,0,0,0,0,0.0,0,1,1,0,0.0
F206942,Krakow,22-29,Editorial playlist,8.9,6,18.0,0.288,1,1,0,0,0,0.0,0,0,0,1,83.34
F206943,Vienna,30-39,Algorithmic radio,4.1,3,13.0,0.394,0,0,0,0,0,0.0,0,0,0,0,0.0
F206944,London,22-29,Friend shared,4.0,6,22.0,0.519,2,0,0,0,0,0.0,0,0,0,0,0.0
F206945,Tallinn,16-21,Friend shared,4.1,17,51.0,0.36,2,0,1,7,0,0.0,0,0,1,0,0.0
F206946,Helsinki,22-29,Friend shared,7.9,1,1.0,0.563,1,0,0,0,0,0.0,0,0,1,0,0.0
F206947,Helsinki,30-39,Editorial playlist,3.8,6,34.0,0.304,1,1,0,0,0,0.0,0,0,1,0,0.0
F206948,Helsinki,22-29,Editorial playlist,3.0,17,38.0,0.28,2,1,0,0,0,0.0,0,0,0,0,0.0
F206949,Lisbon,30-39,Friend shared,16.7,9,41.0,0.375,1,1,0,0,0,0.0,0,0,1,0,0.0
F206950,Vienna,30-39,Editorial playlist,10.9,19,50.0,0.207,5,0,1,8,0,0.0,0,0,0,0,0.0
F206951,Other,30-39,Bandcamp browse,15.4,3,14.0,0.542,0,0,0,0,0,0.0,0,0,0,0,0.0
F206952,Leipzig,16-21,Algorithmic radio,0.9,2,1.0,0.546,1,0,0,0,0,0.0,0,0,0,0,0.0
F206953,Zurich,22-29,Algorithmic radio,6.4,0,1.0,0.6,1,0,0,0,0,0.0,0,0,1,0,0.0
F206954,Helsinki,40-54,Friend shared,12.4,13,49.0,0.1,0,0,0,0,1,0.542,0,0,1,0,0.0
F206955,Bristol,16-21,Live show,8.1,0,1.0,0.405,1,0,0,0,0,0.0,0,0,1,0,0.0
F206956,Utrecht,40-54,Editorial playlist,2.2,16,58.0,0.156,1,1,0,0,0,0.0,0,0,1,0,0.0
F206957,Krakow,22-29,Short-form video,1.8,31,66.0,0.256,4,1,1,4,0,0.0,1,0,1,0,0.0
F206958,London,30-39,Editorial playlist,9.6,10,35.0,0.456,2,0,0,0,0,0.0,0,1,0,0,0.0
F206959,Milan,22-29,Algorithmic radio,0.5,7,2.0,0.441,1,0,0,0,0,0.0,0,0,1,0,0.0
F206960,Lyon,30-39,Algorithmic radio,30.3,1,1.0,0.604,0,0,0,0,0,0.0,0,0,0,0,0.0
F206961,Munich,16-21,Friend shared,13.3,8,53.0,0.447,0,1,0,0,0,0.0,1,0,0,1,18.12
F206962,Prague,30-39,Live show,36.0,10,29.0,0.352,3,0,0,0,0,0.0,0,0,0,0,0.0
F206963,London,16-21,Short-form video,3.9,12,32.0,0.273,2,1,0,0,0,0.0,1,0,1,0,0.0
F206964,Hamburg,16-21,Friend shared,8.3,8,53.0,0.334,1,0,0,0,0,0.0,0,0,1,0,0.0
F206965,Prague,16-21,Editorial playlist,1.5,3,1.0,0.487,0,0,0,0,0,0.0,0,0,0,0,0.0
F206966,Warsaw,40-54,Live show,0.5,5,27.0,0.456,4,0,1,2,0,0.0,0,0,1,0,0.0
F206967,Cologne,40-54,Friend shared,3.5,9,49.0,0.347,3,0,0,0,0,0.0,1,0,0,1,57.0
F206968,Vienna,22-29,Friend shared,23.7,34,96.0,0.074,7,1,1,12,0,0.0,0,1,4,1,26.78
F206969,Prague,16-21,Algorithmic radio,0.5,11,57.0,0.275,2,1,0,0,1,0.622,0,0,0,1,42.49
F206970,Tallinn,40-54,Algorithmic radio,0.7,4,39.0,0.383,0,0,0,0,0,0.0,0,1,0,0,0.0
F206971,London,16-21,Short-form video,5.0,1,1.0,0.478,0,1,0,0,0,0.0,0,0,0,0,0.0
F206972,Amsterdam,16-21,Friend shared,10.4,18,58.0,0.21,5,1,0,0,0,0.0,0,1,1,0,0.0
F206973,Other,22-29,Music blog / press,6.5,29,83.0,0.245,3,1,1,9,1,0.897,0,1,1,1,24.51
F206974,Prague,22-29,Short-form video,10.3,1,1.0,0.728,0,0,0,0,0,0.0,0,0,0,0,0.0
F206975,Berlin,40-54,Friend shared,35.4,3,2.0,0.687,0,0,0,0,0,0.0,0,0,0,0,0.0
F206976,Barcelona,30-39,Editorial playlist,0.5,7,32.0,0.406,1,0,0,0,0,0.0,0,0,1,0,0.0
F206977,Munich,22-29,Editorial playlist,18.4,2,6.0,0.261,1,0,0,0,0,0.0,0,0,0,0,0.0
F206978,Tallinn,30-39,Editorial playlist,0.7,17,55.0,0.12,2,1,0,0,0,0.0,0,0,2,0,0.0
F206979,Oslo,30-39,Algorithmic radio,16.6,5,1.0,0.312,1,0,0,0,0,0.0,0,0,0,0,0.0
F206980,Other,22-29,Editorial playlist,23.5,2,20.0,0.486,1,0,0,0,0,0.0,0,0,1,0,0.0
F206981,Other,16-21,Live show,10.8,5,1.0,0.469,2,0,0,0,0,0.0,0,0,0,0,0.0
F206982,Utrecht,16-21,Algorithmic radio,11.5,8,28.0,0.337,1,0,0,0,0,0.0,0,0,0,0,0.0
F206983,Vilnius,22-29,Editorial playlist,7.1,6,59.0,0.374,3,0,1,1,0,0.0,0,0,0,0,0.0
F206984,Paris,16-21,Algorithmic radio,3.8,1,1.0,0.561,1,0,0,0,0,0.0,0,0,0,0,0.0
F206985,Zurich,22-29,Short-form video,14.6,69,87.0,0.136,12,1,1,22,0,0.0,0,0,10,1,79.22
F206986,Vienna,22-29,Algorithmic radio,22.5,2,1.0,0.68,0,0,0,0,0,0.0,0,0,0,0,0.0
F206987,Berlin,30-39,Bandcamp browse,0.5,7,15.0,0.473,3,1,1,5,0,0.0,0,0,0,0,0.0
F206988,Berlin,22-29,Music blog / press,2.3,12,46.0,0.478,1,0,0,0,0,0.0,1,0,0,0,0.0
F206989,Berlin,30-39,Music blog / press,17.4,14,74.0,0.254,4,0,1,6,0,0.0,0,1,1,0,0.0
F206990,Leipzig,30-39,Live show,16.4,5,23.0,0.539,0,0,0,0,0,0.0,0,0,0,0,0.0
F206991,Rotterdam,30-39,Short-form video,7.4,1,7.0,0.694,0,0,0,0,0,0.0,0,0,0,0,0.0
F206992,Milan,22-29,Algorithmic radio,6.8,3,1.0,0.445,1,0,0,0,0,0.0,0,0,0,0,0.0
F206993,Warsaw,22-29,Live show,5.0,27,45.0,0.27,1,0,1,9,1,0.702,1,0,1,1,60.61
F206994,Brussels,22-29,Editorial playlist,3.6,3,1.0,0.762,2,0,0,0,0,0.0,0,0,0,0,0.0
F206995,Barcelona,16-21,Editorial playlist,2.9,12,31.0,0.259,4,1,0,0,0,0.0,0,1,1,0,0.0
F206996,Riga,16-21,Another artist's collab,9.3,5,32.0,0.421,2,0,0,0,1,0.269,0,0,1,0,0.0
F206997,London,22-29,Friend shared,3.7,12,34.0,0.33,3,0,0,0,0,0.0,1,1,1,0,0.0
F206998,Madrid,30-39,Editorial playlist,6.9,13,32.0,0.265,0,0,1,1,1,0.796,0,1,3,0,0.0
F206999,Riga,30-39,Editorial playlist,34.7,6,24.0,0.389,3,0,0,0,0,0.0,0,0,1,0,0.0
F207000,Riga,22-29,Friend shared,6.2,18,75.0,0.123,3,1,0,0,0,0.0,0,0,0,0,0.0
F207001,Milan,40-54,Music blog / press,18.9,6,17.0,0.391,1,0,0,0,0,0.0,0,1,0,0,0.0
F207002,Vienna,22-29,Bandcamp browse,0.5,1,1.0,0.542,2,0,0,0,0,0.0,0,0,0,0,0.0
F207003,Warsaw,30-39,Editorial playlist,28.0,9,14.0,0.372,0,0,0,0,0,0.0,0,0,0,0,0.0
F207004,Lisbon,30-39,Editorial playlist,7.9,4,36.0,0.28,2,1,0,0,0,0.0,0,0,1,0,0.0
